"-51.0384984, -29.9082136"
"-51.0712555, -29.9886949"
"-51.0489756, -29.9366221"
"-51.0690072, -29.9282859"
"-51.0613807, -29.9519458"
"-51.0301112, -29.9097663"
"-51.0397061, -29.9849180"
"-51.0530268, -29.9023799"
"-51.0240209, -29.9725884"
"-51.0238094, -29.9349392"
"-51.0363096, -29.9855197"
"-51.0667050, -29.9015478"
"-51.0369284, -29.9657921"
"-51.0670970, -29.9077724"
"-51.0629824, -29.9126979"
"-51.0517514, -29.9397497"
"-51.0500311, -29.9509886"
"-51.0799652, -29.9280985"
"-51.1050372, -29.9259230"
"-51.0883141, -29.9425399"
"-51.0532322, -29.9368369"
"-51.0611324, -29.9512170"
"-51.1062610, -29.9582254"
"-51.0693346, -29.9075193"
"-51.0954212, -29.9230574"
"-51.0631553, -29.9867525"
"-51.0930883, -29.9443078"
"-51.0166112, -29.9331694"
"-51.0427065, -29.9702600"
"-51.0201475, -29.9417507"
"-51.0966138, -29.9721545"
"-51.0832685, -29.9118712"
"-51.0630528, -29.9509395"
"-51.0803274, -29.9328052"
"-51.0766496, -29.9678526"
"-51.0442106, -29.9767871"
"-51.0973050, -29.9740986"
"-51.0649773, -29.9809826"
"-51.0140485, -29.9299249"
"-51.0784244, -29.9129260"
"-51.0211746, -29.9460880"
"-51.0961598, -29.9566527"
"-51.0452621, -29.9371786"
"-51.0286945, -29.9398912"
"-51.0258275, -29.9569555"
"-51.0838741, -29.9207844"
"-51.0601327, -29.9418691"
"-51.0602054, -29.9676486"
"-51.1066386, -29.9498090"
"-51.0350451, -29.9549354"
"-51.0804193, -29.9821396"
"-51.0492249, -29.9513948"
"-51.0647025, -29.9649293"
"-51.0208227, -29.9513386"
"-51.0364523, -29.9599297"
"-51.0594565, -29.9805816"
"-51.0464863, -29.9370827"
"-51.0735287, -29.9875456"
"-51.0947524, -29.9591879"
"-51.0487595, -29.9500100"
"-51.0709467, -29.9438601"
"-51.0342816, -29.9832939"
"-51.0517855, -29.9609696"
"-51.0910485, -29.9307380"
"-51.0327040, -29.9613320"
"-51.0234486, -29.9526629"
"-51.0155528, -29.9264402"
"-51.0503612, -29.9348757"
"-51.0782200, -29.9176238"
"-51.0267351, -29.9629757"
"-51.0312986, -29.9606985"
"-51.0387271, -29.9618772"
"-51.0761676, -29.9205506"
"-51.0732167, -29.9616250"
"-51.0663141, -29.9147862"
"-51.0511851, -29.9328202"
"-51.1057838, -29.9331873"
"-51.0997503, -29.9630264"
"-51.0864024, -29.9185762"
"-51.0175886, -29.9715958"
"-51.0733154, -29.9578984"
"-51.0339252, -29.9279380"
"-51.0654095, -29.9643707"
"-51.0157960, -29.9583858"
"-51.0694725, -29.9114605"
"-51.0135884, -29.9270520"
"-51.0691562, -29.9469046"
"-51.0477535, -29.9679426"
"-51.0963449, -29.9545164"
"-51.0934769, -29.9475298"
"-51.0876474, -29.9353611"
"-51.0618774, -29.9084247"
"-51.0913789, -29.9685588"
"-51.0767288, -29.9775731"
"-51.0530702, -29.9553231"
"-51.0353593, -29.9118486"
"-51.0312597, -29.9528732"
"-51.0173327, -29.9244876"
"-51.0824375, -29.9820105"
"-51.0141447, -29.9368094"
"-51.0715883, -29.9393045"
"-51.0817008, -29.9681987"
"-51.0881405, -29.9507817"
"-51.0555896, -29.9490849"
"-51.0575617, -29.9340810"
"-51.0481768, -29.9678367"
"-51.0793643, -29.9674676"
"-51.1066007, -29.9457186"
"-51.0885355, -29.9506228"
"-51.0462087, -29.9236056"
"-51.0280562, -29.9785497"
"-51.0394471, -29.9536444"
"-51.0638175, -29.9045583"
"-51.0978895, -29.9651105"
"-51.0598400, -29.9747874"
"-51.0894832, -29.9614972"
"-51.0573765, -29.9849109"
"-51.0557913, -29.9706472"
"-51.0854154, -29.9478094"
"-51.0399096, -29.9361461"
"-51.0377497, -29.9355636"
"-51.0915690, -29.9424792"
"-51.0842448, -29.9264022"
"-51.0154681, -29.9468032"
"-51.0508159, -29.9501310"
"-51.0465366, -29.9867125"
"-51.0485328, -29.9127384"
"-51.0561349, -29.9166892"
"-51.0983105, -29.9496930"
"-51.0595781, -29.9205014"
"-51.0293185, -29.9215815"
"-51.0150736, -29.9342940"
"-51.0309248, -29.9353349"
"-51.0325521, -29.9327447"
"-51.0611740, -29.9810770"
"-51.0279065, -29.9695948"
"-51.0505365, -29.9218480"
"-51.0592362, -29.9093751"
"-51.0437271, -29.9420128"
"-51.0383999, -29.9216665"
"-51.1014332, -29.9672457"
"-51.0256973, -29.9720108"
"-51.0267541, -29.9482232"
"-51.0251078, -29.9520328"
"-51.0724504, -29.9080402"
"-51.0255694, -29.9391595"
"-51.0727753, -29.9126186"
"-51.0761119, -29.9576859"
"-51.0695972, -29.9397030"
"-51.0135515, -29.9491498"
"-51.1044556, -29.9383019"
"-51.0566091, -29.9824194"
"-51.0943089, -29.9400185"
"-51.0285259, -29.9176894"
"-51.1028651, -29.9265414"
"-51.0302371, -29.9720284"
"-51.0563507, -29.9126312"
"-51.0618918, -29.9213174"
"-51.0713709, -29.9697257"
"-51.0952019, -29.9523092"
"-51.0874805, -29.9282644"
"-51.0593227, -29.9802047"
"-51.0762655, -29.9352327"
"-51.0436571, -29.9475833"
"-51.0929612, -29.9154242"
"-51.0968395, -29.9540606"
"-51.0834572, -29.9192542"
"-51.0765820, -29.9182165"
"-51.0297941, -29.9290867"
"-51.0566157, -29.9812106"
"-51.0885926, -29.9531797"
"-51.0637049, -29.9388151"
"-51.0414080, -29.9810220"
"-51.0642428, -29.9489450"
"-51.0868933, -29.9213751"
"-51.0494934, -29.9722152"
"-51.0295833, -29.9383437"
"-51.0450731, -29.9833100"
"-51.0674777, -29.9587361"
"-51.0397221, -29.9354508"
"-51.0889308, -29.9385400"
"-51.0542002, -29.9755451"
"-51.0673759, -29.9186435"
"-51.0951577, -29.9217708"
"-51.0498253, -29.9435956"
"-51.0353585, -29.9433868"
"-51.0531282, -29.9394672"
"-51.0583526, -29.9239579"
"-51.0390148, -29.9264154"
"-51.0547027, -29.9321432"
"-51.0672161, -29.9739048"
"-51.0674647, -29.9168413"
"-51.0429406, -29.9540737"
"-51.0544237, -29.9577029"
"-51.0603748, -29.9015407"
"-51.0380221, -29.9722293"
"-51.0528625, -29.9283004"
"-51.0735154, -29.9859634"
"-51.0569296, -29.9419233"
"-51.0839626, -29.9570126"
"-51.0542839, -29.9104839"
"-51.0207671, -29.9447652"
"-51.0760218, -29.9791079"
"-51.0932844, -29.9385272"
"-51.0201724, -29.9455192"
"-51.0859127, -29.9585867"
"-51.0216389, -29.9235100"
"-51.0327391, -29.9790290"
"-51.0609764, -29.9441831"
"-51.0623068, -29.9354351"
"-51.0138279, -29.9643637"
"-51.0291424, -29.9785854"
"-51.0597388, -29.9636976"
"-51.0766822, -29.9765076"
"-51.0523436, -29.9812972"
"-51.0797109, -29.9249387"
"-51.0320093, -29.9594411"
"-51.0998499, -29.9706120"
"-51.0596693, -29.9226404"
"-51.0796872, -29.9131915"
"-51.0240999, -29.9208495"
"-51.0418257, -29.9807477"
"-51.0265243, -29.9677633"
"-51.0354084, -29.9755120"
"-51.0242864, -29.9440762"
"-51.0600051, -29.9258054"
"-51.0771800, -29.9050275"
"-51.0972960, -29.9261614"
"-51.0790561, -29.9658576"
"-51.0357729, -29.9099195"
"-51.0070063, -29.9451101"
"-51.0291760, -29.9261520"
"-51.0329500, -29.9729787"
"-51.0185847, -29.9329117"
"-51.0818594, -29.9222332"
"-51.0228794, -29.9672456"
"-51.0822775, -29.9332751"
"-51.0400710, -29.9242356"
"-51.0713663, -29.9564455"
"-51.0936284, -29.9455904"
"-51.0707592, -29.9490532"
"-51.0559704, -29.9271867"
"-51.0794500, -29.9302618"
"-51.0800340, -29.9328718"
"-51.0350408, -29.9308174"
"-51.1027143, -29.9283508"
"-51.0385159, -29.9680292"
"-51.0410421, -29.9462666"
"-51.0602398, -29.9404760"
"-51.0425806, -29.9266955"
"-51.0566286, -29.9713116"
"-51.0876026, -29.9477063"
"-51.0572103, -29.9617702"
"-51.0758086, -29.9639146"
"-51.0741151, -29.9127648"
"-51.0653424, -29.9162166"
"-51.0594578, -29.9296467"
"-51.0644591, -29.9706470"
"-51.0744811, -29.9067974"
"-51.0898656, -29.9766908"
"-51.0533708, -29.9700274"
"-51.0216193, -29.9697984"
"-51.0561777, -29.9372371"
"-51.0735694, -29.9757694"
"-51.0544019, -29.9423259"
"-51.0885708, -29.9778733"
"-51.0325104, -29.9181026"
"-51.0316732, -29.9395791"
"-51.0128753, -29.9584137"
"-51.0576161, -29.9196499"
"-51.0740247, -29.9861317"
"-51.0685910, -29.9737449"
"-51.0469171, -29.9416069"
"-51.0531254, -29.9608595"
"-51.0339093, -29.9783701"
"-51.0489938, -29.9186857"
"-51.0432343, -29.9556530"
"-51.0709787, -29.9693286"
"-51.0969284, -29.9567636"
"-51.0733698, -29.9404826"
"-51.0742943, -29.9467106"
"-51.0578029, -29.9761412"
"-51.0285342, -29.9614640"
"-51.0460657, -29.9049159"
"-51.0225797, -29.9758434"
"-51.0749391, -29.9483242"
"-51.0858308, -29.9647836"
"-51.0982885, -29.9601627"
"-51.0629862, -29.9694311"
"-51.0609964, -29.9449293"
"-51.0598044, -29.9730444"
"-51.0646854, -29.9138564"
"-51.0453503, -29.9696665"
"-51.0543603, -29.9151478"
"-51.0561997, -29.9716983"
"-51.0591221, -29.9703371"
"-51.1098373, -29.9428558"
"-51.0361042, -29.9776099"
"-51.0290579, -29.9242779"
"-51.0805429, -29.9727758"
"-51.0444575, -29.9181528"
"-51.0198081, -29.9206272"
"-51.0861329, -29.9331750"
"-51.1008070, -29.9258917"
"-51.1060510, -29.9515704"
"-51.0300476, -29.9131767"
"-51.0226968, -29.9330994"
"-51.0325797, -29.9667269"
"-51.1037118, -29.9517957"
"-51.0161118, -29.9632811"
"-51.0971009, -29.9292818"
"-51.0657051, -29.9259165"
"-51.0872011, -29.9560035"
"-51.0473529, -29.9636470"
"-51.0312060, -29.9140920"
"-51.1069086, -29.9346124"
"-51.0260226, -29.9243651"
"-51.0286987, -29.9416229"
"-51.0569389, -29.9515993"
"-51.0499909, -29.9336115"
"-51.0300466, -29.9676671"
"-51.0249902, -29.9375896"
"-51.0954779, -29.9731102"
"-51.0746686, -29.9222758"
"-51.0128863, -29.9465534"
"-51.0803327, -29.9346253"
"-51.0881787, -29.9197528"
"-51.1044673, -29.9519399"
"-51.0519957, -29.9333193"
"-51.0582702, -29.9455318"
"-51.0497874, -29.9514288"
"-51.0303017, -29.9389482"
"-51.0434522, -29.9130568"
"-51.1027717, -29.9437135"
"-51.0753384, -29.9492990"
"-51.0839270, -29.9780387"
"-51.0196782, -29.9187893"
"-51.0791877, -29.9397431"
"-51.0910105, -29.9185465"
"-51.0659958, -29.9600929"
"-51.0804645, -29.9430665"
"-51.0738117, -29.9045139"
"-51.0630074, -29.9564386"
"-51.0317322, -29.9525176"
"-51.0684132, -29.9624753"
"-51.0330034, -29.9832299"
"-51.0973012, -29.9663922"
"-51.0975335, -29.9750680"
"-51.0765536, -29.9379597"
"-51.0755136, -29.9035574"
"-51.0590602, -29.9084521"
"-51.0269263, -29.9637255"
"-51.0243162, -29.9476344"
"-51.0796737, -29.9791726"
"-51.0301831, -29.9336543"
"-51.0790285, -29.9046228"
"-51.0186973, -29.9656604"
"-51.0480532, -29.9896219"
"-51.0246546, -29.9215128"
"-51.0853675, -29.9462608"
"-51.0826563, -29.9758559"
"-51.0496176, -29.9671710"
"-51.0855983, -29.9101927"
"-51.0636935, -29.9174355"
"-51.0530545, -29.9292043"
"-51.0634066, -29.9101624"
"-51.0600924, -29.9790613"
"-51.0761731, -29.9835412"
"-51.0760107, -29.9856941"
"-51.0222193, -29.9308466"
"-51.1046766, -29.9389056"
"-51.0927159, -29.9451075"
"-51.0283850, -29.9662026"
"-51.0810553, -29.9272388"
"-51.0106476, -29.9592280"
"-51.0717178, -29.9150132"
"-51.0633847, -29.9059172"
"-51.0258798, -29.9755472"
"-51.0691222, -29.9181882"
"-51.0554986, -29.9358874"
"-51.0780777, -29.9323344"
"-51.1030933, -29.9610709"
"-51.1010144, -29.9543356"
"-51.0784265, -29.9724840"
"-51.0490017, -29.9102583"
"-51.0690246, -29.9035430"
"-51.0437151, -29.9766946"
"-51.0563793, -29.9161315"
"-51.0917367, -29.9466259"
"-51.0734405, -29.9714862"
"-51.0355809, -29.9389131"
"-51.0147919, -29.9522113"
"-51.0486404, -29.9194293"
"-51.0280098, -29.9556045"
"-51.0585476, -29.9117478"
"-51.0818342, -29.9640244"
"-51.0917132, -29.9456672"
"-51.0875489, -29.9415199"
"-51.0705498, -29.9108772"
"-51.0490273, -29.9873297"
"-51.0645397, -29.9206057"
"-51.0500245, -29.9256821"
"-51.0840840, -29.9615793"
"-51.0617773, -29.9559745"
"-51.0220680, -29.9630771"
"-51.0816667, -29.9852355"
"-51.0396707, -29.9515401"
"-51.1032139, -29.9608113"
"-51.0086900, -29.9578733"
"-51.0799414, -29.9378412"
"-51.0397525, -29.9344390"
"-51.1010456, -29.9481019"
"-51.0418239, -29.9433081"
"-51.0569120, -29.9904231"
"-51.0834523, -29.9688521"
"-51.0132592, -29.9520413"
"-51.0951114, -29.9676620"
"-51.0546641, -29.9481928"
"-51.0939630, -29.9317316"
"-51.0584128, -29.9561711"
"-51.0495912, -29.9109522"
"-51.0898344, -29.9700243"
"-51.0556593, -29.9272503"
"-51.0709463, -29.9351275"
"-51.0107982, -29.9466881"
"-51.0991741, -29.9282998"
"-51.0968149, -29.9530888"
"-51.0420439, -29.9339366"
"-51.0217652, -29.9384173"
"-51.0867627, -29.9480775"
"-51.0856106, -29.9655035"
"-51.0978862, -29.9249958"
"-51.0480549, -29.9073823"
"-51.0501480, -29.9658258"
"-51.0161693, -29.9347920"
"-51.0686641, -29.9092034"
"-51.0116361, -29.9288976"
"-51.0946224, -29.9596918"
"-51.0329771, -29.9194177"
"-51.0907384, -29.9426751"
"-51.0342768, -29.9071391"
"-51.0459648, -29.9657929"
"-51.0668908, -29.9771716"
"-51.0986108, -29.9726396"
"-51.0553340, -29.9295827"
"-51.0610466, -29.9621746"
"-51.0919950, -29.9596471"
"-51.0811486, -29.9731757"
"-51.0518265, -29.9514855"
"-51.0557338, -29.9600251"
"-51.0635003, -29.9739376"
"-51.0942614, -29.9484655"
"-51.0901780, -29.9568630"
"-51.0424989, -29.9746473"
"-51.0799400, -29.9063850"
"-51.0285843, -29.9248721"
"-51.0703866, -29.9353551"
"-51.0269641, -29.9546914"
"-51.0881959, -29.9693042"
"-51.0505748, -29.9381835"
"-51.0763240, -29.9102758"
"-51.0891013, -29.9642213"
"-51.0345354, -29.9780927"
"-51.0221295, -29.9693862"
"-51.1032427, -29.9284518"
"-51.0471471, -29.9816977"
"-51.0654550, -29.9732819"
"-51.0771132, -29.9133572"
"-51.0685065, -29.9151305"
"-51.0752483, -29.9215076"
"-51.0193177, -29.9608653"
"-51.1059350, -29.9516769"
"-51.0934764, -29.9744281"
"-51.0641181, -29.9079433"
"-51.0861615, -29.9605136"
"-51.0801386, -29.9224650"
"-51.0439560, -29.9072150"
"-51.0605677, -29.9596216"
"-51.0506201, -29.9022109"
"-51.0672543, -29.9809872"
"-51.0278268, -29.9298024"
"-51.0452058, -29.9590246"
"-51.0438416, -29.9235726"
"-51.0934122, -29.9510439"
"-51.0469832, -29.9311230"
"-51.0823284, -29.9604024"
"-51.0305055, -29.9439996"
"-51.0696624, -29.9384656"
"-51.0555817, -29.9203801"
"-51.0632192, -29.9146574"
"-51.0489248, -29.9170046"
"-51.0614807, -29.9735520"
"-51.0214408, -29.9676118"
"-51.0802070, -29.9237736"
"-51.0376804, -29.9650306"
"-51.0835808, -29.9803323"
"-51.0204691, -29.9267573"
"-51.0897281, -29.9658601"
"-51.0760027, -29.9412435"
"-51.0240330, -29.9650966"
"-51.0838333, -29.9145790"
"-51.0296546, -29.9486894"
"-51.0560307, -29.9082144"
"-51.0349254, -29.9457273"
"-51.1019730, -29.9614468"
"-51.0735572, -29.9749783"
"-51.0699858, -29.9725881"
"-51.0557743, -29.9577198"
"-51.0641636, -29.9461031"
"-51.0649430, -29.9833115"
"-51.0824734, -29.9693979"
"-51.0567724, -29.9631422"
"-51.0941049, -29.9371316"
"-51.0143182, -29.9345288"
"-51.0318055, -29.9774279"
"-51.0575159, -29.9878911"
"-51.0801510, -29.9704787"
"-51.0454135, -29.9363681"
"-51.0749442, -29.9794395"
"-51.0333565, -29.9767148"
"-51.0514501, -29.9679331"
"-51.0950058, -29.9550450"
"-51.0211896, -29.9319831"
"-51.0324965, -29.9335410"
"-51.0631269, -29.9241079"
"-51.0766714, -29.9121540"
"-51.0459791, -29.9710770"
"-51.0458917, -29.9398815"
"-51.0119161, -29.9526778"
"-51.0401401, -29.9797228"
"-51.1006515, -29.9263869"
"-51.0324872, -29.9398996"
"-51.1039867, -29.9454592"
"-51.0474791, -29.9160452"
"-51.0940014, -29.9252485"
"-51.0698254, -29.9040478"
"-51.0601803, -29.9797785"
"-51.0461539, -29.9584113"
"-51.0663194, -29.9624859"
"-51.0800682, -29.9515717"
"-51.0244129, -29.9659267"
"-51.0493460, -29.9334324"
"-51.0477442, -29.9121047"
"-51.0665139, -29.9383374"
"-51.0315221, -29.9328826"
"-51.0493276, -29.9289426"
"-51.0479166, -29.9404069"
"-51.0513948, -29.9066746"
"-51.0185322, -29.9499857"
"-51.0393758, -29.9076483"
"-51.0448099, -29.9164933"
"-51.0781481, -29.9072848"
"-51.0576958, -29.9197135"
"-51.0620522, -29.9146275"
"-51.0856051, -29.9135371"
"-51.0596515, -29.9620021"
"-51.1024643, -29.9383686"
"-51.0887812, -29.9798896"
"-51.0424223, -29.9785278"
"-51.0405951, -29.9559933"
"-51.0797980, -29.9051690"
"-51.0753811, -29.9508781"
"-51.0426323, -29.9125495"
"-51.0397389, -29.9349594"
"-51.0182107, -29.9413394"
"-51.0448455, -29.9731598"
"-51.0898669, -29.9321930"
"-51.0725554, -29.9791275"
"-51.0943031, -29.9589996"
"-51.0844448, -29.9158856"
"-51.0284605, -29.9382480"
"-51.0529124, -29.9588972"
"-51.0496409, -29.9668890"
"-51.0509389, -29.9663537"
"-51.0870670, -29.9278913"
"-51.0569003, -29.9872164"
"-51.0478842, -29.9560794"
"-51.0710740, -29.9797346"
"-51.0583842, -29.9777952"
"-51.0431733, -29.9268825"
"-51.0510895, -29.9334420"
"-51.0229691, -29.9762321"
"-51.0419937, -29.9693983"
"-51.0272629, -29.9148279"
"-51.0986262, -29.9596018"
"-51.0123885, -29.9320742"
"-51.0360219, -29.9054558"
"-51.0255711, -29.9731106"
"-51.0616008, -29.9742649"
"-51.0569592, -29.9650823"
"-51.0865631, -29.9494828"
"-51.0139622, -29.9479566"
"-51.0470842, -29.9595777"
"-51.0595910, -29.9124270"
"-51.0478189, -29.9582200"
"-51.0638208, -29.9876900"
"-51.1054348, -29.9517297"
"-51.0797138, -29.9126436"
"-51.0346763, -29.9381937"
"-51.1032893, -29.9302270"
"-51.0303637, -29.9365447"
"-51.0547178, -29.9363413"
"-51.0351456, -29.9531702"
"-51.0535002, -29.9394356"
"-51.0719949, -29.9027062"
"-51.0974472, -29.9378923"
"-51.1013851, -29.9620730"
"-51.0435705, -29.9562414"
"-51.0498588, -29.9645348"
"-51.0795733, -29.9484335"
"-51.0837083, -29.9370364"
"-51.0255848, -29.9153355"
"-51.0397099, -29.9518685"
"-51.0815721, -29.9102675"
"-51.0184136, -29.9236667"
"-51.0505638, -29.9759880"
"-51.0277192, -29.9771328"
"-51.0731873, -29.9394732"
"-51.0397266, -29.9569745"
"-51.0488653, -29.9498949"
"-51.0637133, -29.9014431"
"-51.0737593, -29.9109861"
"-51.0190589, -29.9495000"
"-51.0859241, -29.9460033"
"-51.0965042, -29.9549545"
"-51.0124950, -29.9338191"
"-51.0932415, -29.9232406"
"-51.0415539, -29.9081912"
"-51.0430707, -29.9299909"
"-51.0277636, -29.9535130"
"-51.0438683, -29.9542234"
"-51.0604496, -29.9671906"
"-51.0809490, -29.9549443"
"-51.0807492, -29.9777968"
"-51.0822952, -29.9724519"
"-51.0788943, -29.9446669"
"-51.0278846, -29.9493690"
"-51.0436681, -29.9732826"
"-51.0098502, -29.9326215"
"-51.0793828, -29.9449797"
"-51.0420677, -29.9784338"
"-51.0959008, -29.9167047"
"-51.0674873, -29.9136604"
"-51.0613803, -29.9090622"
"-51.0896409, -29.9329804"
"-51.0745836, -29.9349136"
"-51.0219899, -29.9711762"
"-51.0489089, -29.9422345"
"-51.0856760, -29.9194049"
"-51.0140191, -29.9559199"
"-51.0555332, -29.9722463"
"-51.0763795, -29.9390971"
"-51.0895149, -29.9759817"
"-51.1060168, -29.9436137"
"-51.0509978, -29.9842620"
"-51.0496359, -29.9782775"
"-51.0556521, -29.9257616"
"-51.0175638, -29.9209285"
"-51.0266639, -29.9353020"
"-51.0438799, -29.9456086"
"-51.0521159, -29.9600762"
"-51.0334133, -29.9519192"
"-51.0421178, -29.9600296"
"-51.0279153, -29.9817241"
"-51.0776008, -29.9131551"
"-51.0791480, -29.9263116"
"-51.0502812, -29.9661042"
"-51.0532702, -29.9515432"
"-51.0574234, -29.9424800"
"-51.0916710, -29.9527342"
"-51.0886431, -29.9147088"
"-51.0976023, -29.9392847"
"-51.0802977, -29.9545361"
"-51.0430517, -29.9435077"
"-51.0874958, -29.9117728"
"-51.0572929, -29.9332066"
"-51.0497721, -29.9087345"
"-51.0977700, -29.9453940"
"-51.0506216, -29.9131647"
"-51.0485896, -29.9684756"
"-51.0128584, -29.9354893"
"-51.0132345, -29.9476843"
"-51.0639210, -29.9831392"
"-51.0454155, -29.9383025"
"-51.0385194, -29.9552530"
"-51.0635456, -29.9819931"
"-51.0900156, -29.9454719"
"-51.0251395, -29.9349546"
"-51.0532055, -29.9608735"
"-51.0791068, -29.9487822"
"-51.0506059, -29.9764543"
"-51.0837921, -29.9752896"
"-51.0783043, -29.9442433"
"-51.0215554, -29.9414499"
"-51.0326308, -29.9634899"
"-51.0384696, -29.9787576"
"-51.1070626, -29.9547591"
"-51.0370345, -29.9518104"
"-51.1084975, -29.9487819"
"-51.0469461, -29.9282712"
"-51.0463165, -29.9161868"
"-51.0845534, -29.9170871"
"-51.0490256, -29.9134266"
"-51.0672281, -29.9358995"
"-51.1072951, -29.9305328"
"-51.0346034, -29.9399039"
"-51.0883263, -29.9546310"
"-51.0346394, -29.9613288"
"-51.0135985, -29.9371174"
"-51.1049848, -29.9379559"
"-51.0635646, -29.9889771"
"-51.0478212, -29.9091790"
"-51.0394567, -29.9447442"
"-51.0436959, -29.9086644"
"-51.0555500, -29.9404664"
"-51.0612280, -29.9516881"
"-51.0325162, -29.9529122"
"-51.0624374, -29.9036860"
"-51.1055511, -29.9302220"
"-51.0841737, -29.9289611"
"-51.0289148, -29.9535273"
"-51.0863213, -29.9269557"
"-51.0552350, -29.9676894"
"-51.0780174, -29.9241443"
"-51.0500517, -29.9230801"
"-51.0506352, -29.9588591"
"-51.0156139, -29.9505402"
"-51.0798303, -29.9235473"
"-51.0784690, -29.9470347"
"-51.0556274, -29.9440490"
"-51.0875547, -29.9364147"
"-51.0464867, -29.9145398"
"-51.0551261, -29.9531718"
"-51.0265094, -29.9382947"
"-51.0287970, -29.9500404"
"-51.1028783, -29.9595769"
"-51.0543671, -29.9246856"
"-51.1038012, -29.9471296"
"-51.1037922, -29.9297900"
"-51.0776582, -29.9331294"
"-51.0834277, -29.9100866"
"-51.0757888, -29.9398762"
"-51.0194134, -29.9472127"
"-51.0536022, -29.9245863"
"-51.0285938, -29.9431120"
"-51.0292023, -29.9536217"
"-51.0752770, -29.9648898"
"-51.0911143, -29.9462076"
"-51.0255875, -29.9278819"
"-51.0736876, -29.9726077"
"-51.0370406, -29.9612976"
"-51.0301392, -29.9664620"
"-51.0414742, -29.9374900"
"-51.0564501, -29.9591897"
"-51.0743256, -29.9368236"
"-51.0814220, -29.9262201"
"-51.1028339, -29.9600436"
"-51.0705131, -29.9136228"
"-51.0603278, -29.9881097"
"-51.0638463, -29.9845956"
"-51.0636793, -29.9344142"
"-51.0616219, -29.9904771"
"-51.0545473, -29.9783957"
"-51.0598076, -29.9054953"
"-51.1002789, -29.9607708"
"-51.0442998, -29.9834485"
"-51.0144052, -29.9466686"
"-51.0741763, -29.9127163"
"-51.0414609, -29.9650990"
"-51.0403101, -29.9037176"
"-51.1062463, -29.9399895"
"-51.0894497, -29.9158561"
"-51.0627280, -29.9136187"
"-51.0687244, -29.9458002"
"-51.0692714, -29.9229347"
"-51.0791446, -29.9132338"
"-51.0069939, -29.9508616"
"-51.0171702, -29.9203147"
"-51.0929126, -29.9158607"
"-51.0923818, -29.9342300"
"-51.0402160, -29.9714432"
"-51.0380739, -29.9156609"
"-51.0270991, -29.9769171"
"-51.0494017, -29.9218592"
"-51.0171158, -29.9722548"
"-51.0450130, -29.9471663"
"-51.0805914, -29.9644830"
"-51.0556712, -29.9782010"
"-51.0561516, -29.9328161"
"-51.0534210, -29.9108218"
"-51.0446036, -29.9148344"
"-51.0823572, -29.9169007"
"-51.0229098, -29.9367325"
"-51.0544848, -29.9634042"
"-51.0667705, -29.9625134"
"-51.0500149, -29.9760457"
"-51.0173536, -29.9212202"
"-51.0361732, -29.9765968"
"-51.0169013, -29.9296391"
"-51.0576362, -29.9629410"
"-51.0519271, -29.9102299"
"-51.0206207, -29.9284224"
"-51.0215862, -29.9609489"
"-51.0170183, -29.9484780"
"-51.0605441, -29.9322513"
"-51.0824041, -29.9679025"
"-51.0285281, -29.9735639"
"-51.0779037, -29.9529031"
"-51.0634053, -29.9721353"
"-51.0277907, -29.9352906"
"-51.0631478, -29.9501642"
"-51.0302630, -29.9114145"
"-51.0685573, -29.9526215"
"-51.0679691, -29.9451451"
"-51.0273049, -29.9156365"
"-51.0243165, -29.9421947"
"-51.0978389, -29.9496183"
"-51.0232654, -29.9577334"
"-51.0771571, -29.9727618"
"-51.0854608, -29.9248778"
"-51.0324222, -29.9250065"
"-51.0322741, -29.9609923"
"-51.0852181, -29.9632349"
"-51.0354129, -29.9195807"
"-51.0660804, -29.9451649"
"-51.0723412, -29.9383013"
"-51.0712085, -29.9541367"
"-51.0708359, -29.9884217"
"-51.0633154, -29.9310506"
"-51.0705707, -29.9489530"
"-51.0914833, -29.9425013"
"-51.0720007, -29.9649971"
"-51.0551864, -29.9172027"
"-51.0323715, -29.9229320"
"-51.0874011, -29.9371870"
"-51.0384239, -29.9592970"
"-51.0352411, -29.9129698"
"-51.0554333, -29.9068144"
"-51.0934701, -29.9302706"
"-51.0431970, -29.9800433"
"-51.0139878, -29.9346523"
"-51.0080195, -29.9462388"
"-51.0770708, -29.9585162"
"-51.0352569, -29.9687083"
"-51.0260492, -29.9746491"
"-51.0727856, -29.9148855"
"-51.0159234, -29.9201559"
"-51.0829681, -29.9831256"
"-51.0347418, -29.9089876"
"-51.0254593, -29.9782021"
"-51.0584146, -29.9210019"
"-51.0574927, -29.9570536"
"-51.0244676, -29.9325594"
"-51.0427910, -29.9522480"
"-51.0323721, -29.9688028"
"-51.0513255, -29.9417183"
"-51.0672521, -29.9803079"
"-51.0705987, -29.9156530"
"-51.0609704, -29.9150581"
"-51.0814458, -29.9641297"
"-51.0337242, -29.9622085"
"-51.0547009, -29.9025353"
"-51.0562020, -29.9781705"
"-51.0683435, -29.9872369"
"-51.0727946, -29.9213136"
"-51.0738987, -29.9170151"
"-51.0847582, -29.9535146"
"-51.0084164, -29.9515032"
"-51.0923455, -29.9506332"
"-51.0245860, -29.9158203"
"-51.0279208, -29.9485795"
"-51.0326801, -29.9134629"
"-51.0133991, -29.9238234"
"-51.0457849, -29.9577593"
"-51.1028450, -29.9455902"
